seed,config,model,dataset,split,tokens_trained,loss,ppl,bits_per_byte
42,medium,native,wikitext2,validation,2048000,1.7189027070999146,5.5784039616430245,2.479852411303661
42,medium,param_matched,wikitext2,validation,204800,2.6418681144714355,14.039406343418952,3.8114100274306164
42,medium,param_matched,wikitext2,validation,409600,2.3754773139953613,10.756146020023673,3.427089340645343
42,medium,param_matched,wikitext2,validation,614400,2.209523916244507,9.111377581446707,3.1876691966915116
42,medium,param_matched,wikitext2,validation,819200,2.0903191566467285,8.087495930530425,3.015693081169436
42,medium,param_matched,wikitext2,validation,1024000,1.9953391551971436,7.354696988654131,2.878665904094493
42,medium,param_matched,wikitext2,validation,1228800,1.9217671155929565,6.833022547531757,2.772523887409446
42,medium,param_matched,wikitext2,validation,1433600,1.85958731174469,6.421086317651551,2.682817392754103
42,medium,param_matched,wikitext2,validation,1638400,1.8003700971603394,6.051886836127575,2.597385010938003
42,medium,param_matched,wikitext2,validation,1843200,1.7567650079727173,5.793664587085337,2.5344761650094996
42,medium,param_matched,wikitext2,validation,2048000,1.7189027070999146,5.5784039616430245,2.479852411303661
42,medium,deepseekv4,wikitext2,validation,204800,2.614938974380493,13.666382352996091,3.77255949056601
42,medium,deepseekv4,wikitext2,validation,409600,2.3417513370513916,10.39943353682978,3.378433040959142
42,medium,deepseekv4,wikitext2,validation,614400,2.143557548522949,8.529728639591568,3.0924998451141623
42,medium,deepseekv4,wikitext2,validation,819200,2.0118935108184814,7.477462607333189,2.9025487908545093
42,medium,deepseekv4,wikitext2,validation,1024000,1.9129420518875122,6.77298599111208,2.759792011766072
42,medium,deepseekv4,wikitext2,validation,1228800,1.8287862539291382,6.226324893046624,2.638380859389472
42,medium,deepseekv4,wikitext2,validation,1433600,1.7509690523147583,5.760181889887889,2.5261143685245497
42,medium,deepseekv4,wikitext2,validation,1638400,1.7029777765274048,5.490271877054508,2.4568775929402005
42,medium,deepseekv4,wikitext2,validation,1843200,1.6535263061523438,5.225373644234349,2.385534201865432
42,medium,deepseekv4,wikitext2,validation,2048000,1.6218795776367188,5.062596923523367,2.339877623575581
43,medium,native,wikitext2,validation,204800,2.661036968231201,14.311121585376627,3.839064837689356
43,medium,native,wikitext2,validation,409600,2.3652586936950684,10.646792719435336,3.412346987813383
43,medium,native,wikitext2,validation,614400,2.2120680809020996,9.134587939237782,3.1913396504262255
43,medium,native,wikitext2,validation,819200,2.0782852172851562,7.990754751126108,2.998331776530137
43,medium,native,wikitext2,validation,1024000,1.9931954145431519,7.338947313362999,2.8755731400840268
43,medium,native,wikitext2,validation,1228800,1.9109139442443848,6.759263566437506,2.756866070926943
43,medium,native,wikitext2,validation,1433600,1.844195008277893,6.323007772245336,2.6606109928746973
43,medium,native,wikitext2,validation,1638400,1.8001247644424438,6.050402292392692,2.5970310706425273
43,medium,native,wikitext2,validation,1843200,1.7581254243850708,5.801551747171875,2.536438831021146
43,medium,native,wikitext2,validation,2048000,1.722772240638733,5.600031600315883,2.485434968150668
43,medium,param_matched,wikitext2,validation,204800,2.661036968231201,14.311121585376627,3.839064837689356
