seed,config,model,dataset,tokens_trained,layer,expert,count
42,medium,deepseekv4,tiny_shakespeare,2048000,0,7,840
42,medium,deepseekv4,tiny_shakespeare,2048000,1,0,350
42,medium,deepseekv4,tiny_shakespeare,2048000,1,1,398
42,medium,deepseekv4,tiny_shakespeare,2048000,1,2,938
42,medium,deepseekv4,tiny_shakespeare,2048000,1,3,526
42,medium,deepseekv4,tiny_shakespeare,2048000,1,4,656
42,medium,deepseekv4,tiny_shakespeare,2048000,1,5,284
42,medium,deepseekv4,tiny_shakespeare,2048000,1,6,522
42,medium,deepseekv4,tiny_shakespeare,2048000,1,7,422
42,medium,deepseekv4,tiny_shakespeare,2048000,2,0,529
42,medium,deepseekv4,tiny_shakespeare,2048000,2,1,547
42,medium,deepseekv4,tiny_shakespeare,2048000,2,2,581
42,medium,deepseekv4,tiny_shakespeare,2048000,2,3,503
42,medium,deepseekv4,tiny_shakespeare,2048000,2,4,487
42,medium,deepseekv4,tiny_shakespeare,2048000,2,5,567
42,medium,deepseekv4,tiny_shakespeare,2048000,2,6,418
42,medium,deepseekv4,tiny_shakespeare,2048000,2,7,464
42,medium,deepseekv4,tiny_shakespeare,2048000,3,0,516
42,medium,deepseekv4,tiny_shakespeare,2048000,3,1,572
42,medium,deepseekv4,tiny_shakespeare,2048000,3,2,578
42,medium,deepseekv4,tiny_shakespeare,2048000,3,3,538
42,medium,deepseekv4,tiny_shakespeare,2048000,3,4,431
42,medium,deepseekv4,tiny_shakespeare,2048000,3,5,554
42,medium,deepseekv4,tiny_shakespeare,2048000,3,6,431
42,medium,deepseekv4,tiny_shakespeare,2048000,3,7,476
42,medium,deepseekv4,tiny_shakespeare,2048000,4,0,473
42,medium,deepseekv4,tiny_shakespeare,2048000,4,1,507
42,medium,deepseekv4,tiny_shakespeare,2048000,4,2,517
42,medium,deepseekv4,tiny_shakespeare,2048000,4,3,528
42,medium,deepseekv4,tiny_shakespeare,2048000,4,4,710
42,medium,deepseekv4,tiny_shakespeare,2048000,4,5,444
42,medium,deepseekv4,tiny_shakespeare,2048000,4,6,500
42,medium,deepseekv4,tiny_shakespeare,2048000,4,7,417
42,medium,deepseekv4,tiny_shakespeare,2048000,5,0,502
42,medium,deepseekv4,tiny_shakespeare,2048000,5,1,473
42,medium,deepseekv4,tiny_shakespeare,2048000,5,2,483
42,medium,deepseekv4,tiny_shakespeare,2048000,5,3,540
42,medium,deepseekv4,tiny_shakespeare,2048000,5,4,607
42,medium,deepseekv4,tiny_shakespeare,2048000,5,5,491
42,medium,deepseekv4,tiny_shakespeare,2048000,5,6,500
42,medium,deepseekv4,tiny_shakespeare,2048000,5,7,500
43,medium,deepseekv4,tiny_shakespeare,204800,0,0,336
43,medium,deepseekv4,tiny_shakespeare,204800,0,1,263
43,medium,deepseekv4,tiny_shakespeare,204800,0,2,381
43,medium,deepseekv4,tiny_shakespeare,204800,0,3,868
43,medium,deepseekv4,tiny_shakespeare,204800,0,4,399
43,medium,deepseekv4,tiny_shakespeare,204800,0,5,684
43,medium,deepseekv4,tiny_shakespeare,204800,0,6,317
43,medium,deepseekv4,tiny_shakespeare,204800,0,7,848
43,medium,deepseekv4,tiny_shakespeare,204800,1,0,369
43,medium,deepseekv4,tiny_shakespeare,204800,1,1,415
43,medium,deepseekv4,tiny_shakespeare,204800,1,2,946
43,medium,deepseekv4,tiny_shakespeare,204800,1,3,490
43,medium,deepseekv4,tiny_shakespeare,204800,1,4,641
43,medium,deepseekv4,tiny_shakespeare,204800,1,5,304
43,medium,deepseekv4,tiny_shakespeare,204800,1,6,530
43,medium,deepseekv4,tiny_shakespeare,204800,1,7,401
43,medium,deepseekv4,tiny_shakespeare,204800,2,0,639
43,medium,deepseekv4,tiny_shakespeare,204800,2,1,573
43,medium,deepseekv4,tiny_shakespeare,204800,2,2,555
43,medium,deepseekv4,tiny_shakespeare,204800,2,3,390
43,medium,deepseekv4,tiny_shakespeare,204800,2,4,372
43,medium,deepseekv4,tiny_shakespeare,204800,2,5,543
43,medium,deepseekv4,tiny_shakespeare,204800,2,6,469
43,medium,deepseekv4,tiny_shakespeare,204800,2,7,555
43,medium,deepseekv4,tiny_shakespeare,204800,3,0,692
43,medium,deepseekv4,tiny_shakespeare,204800,3,1,594
43,medium,deepseekv4,tiny_shakespeare,204800,3,2,541
43,medium,deepseekv4,tiny_shakespeare,204800,3,3,645
43,medium,deepseekv4,tiny_shakespeare,204800,3,4,419
43,medium,deepseekv4,tiny_shakespeare,204800,3,5,543
43,medium,deepseekv4,tiny_shakespeare,204800,3,6,330
43,medium,deepseekv4,tiny_shakespeare,204800,3,7,332
43,medium,deepseekv4,tiny_shakespeare,204800,4,0,418
43,medium,deepseekv4,tiny_shakespeare,204800,4,1,571
43,medium,deepseekv4,tiny_shakespeare,204800,4,2,539
43,medium,deepseekv4,tiny_shakespeare,204800,4,3,545
43,medium,deepseekv4,tiny_shakespeare,204800,4,4,566
43,medium,deepseekv4,tiny_shakespeare,204800,4,5,271
43,medium,deepseekv4,tiny_shakespeare,204800,4,6,535
43,medium,deepseekv4,tiny_shakespeare,204800,4,7,651
43,medium,deepseekv4,tiny_shakespeare,204800,5,0,334
43,medium,deepseekv4,tiny_shakespeare,204800,5,1,598
43,medium,deepseekv4,tiny_shakespeare,204800,5,2,402
43,medium,deepseekv4,tiny_shakespeare,204800,5,3,520
43,medium,deepseekv4,tiny_shakespeare,204800,5,4,472
43,medium,deepseekv4,tiny_shakespeare,204800,5,5,618
43,medium,deepseekv4,tiny_shakespeare,204800,5,6,494
43,medium,deepseekv4,tiny_shakespeare,204800,5,7,658
43,medium,deepseekv4,tiny_shakespeare,409600,0,0,336
43,medium,deepseekv4,tiny_shakespeare,409600,0,1,245
43,medium,deepseekv4,tiny_shakespeare,409600,0,2,351
43,medium,deepseekv4,tiny_shakespeare,409600,0,3,861
43,medium,deepseekv4,tiny_shakespeare,409600,0,4,426
43,medium,deepseekv4,tiny_shakespeare,409600,0,5,731
43,medium,deepseekv4,tiny_shakespeare,409600,0,6,288
43,medium,deepseekv4,tiny_shakespeare,409600,0,7,858
43,medium,deepseekv4,tiny_shakespeare,409600,1,0,361
43,medium,deepseekv4,tiny_shakespeare,409600,1,1,395
43,medium,deepseekv4,tiny_shakespeare,409600,1,2,993
43,medium,deepseekv4,tiny_shakespeare,409600,1,3,518
43,medium,deepseekv4,tiny_shakespeare,409600,1,4,631
43,medium,deepseekv4,tiny_shakespeare,409600,1,5,300
43,medium,deepseekv4,tiny_shakespeare,409600,1,6,495
43,medium,deepseekv4,tiny_shakespeare,409600,1,7,403
43,medium,deepseekv4,tiny_shakespeare,409600,2,0,469
43,medium,deepseekv4,tiny_shakespeare,409600,2,1,405
43,medium,deepseekv4,tiny_shakespeare,409600,2,2,564
43,medium,deepseekv4,tiny_shakespeare,409600,2,3,604
43,medium,deepseekv4,tiny_shakespeare,409600,2,4,515
43,medium,deepseekv4,tiny_shakespeare,409600,2,5,548
43,medium,deepseekv4,tiny_shakespeare,409600,2,6,489
43,medium,deepseekv4,tiny_shakespeare,409600,2,7,502
43,medium,deepseekv4,tiny_shakespeare,409600,3,0,368
43,medium,deepseekv4,tiny_shakespeare,409600,3,1,464
43,medium,deepseekv4,tiny_shakespeare,409600,3,2,535
43,medium,deepseekv4,tiny_shakespeare,409600,3,3,469
43,medium,deepseekv4,tiny_shakespeare,409600,3,4,491
43,medium,deepseekv4,tiny_shakespeare,409600,3,5,551
43,medium,deepseekv4,tiny_shakespeare,409600,3,6,644
43,medium,deepseekv4,tiny_shakespeare,409600,3,7,574
43,medium,deepseekv4,tiny_shakespeare,409600,4,0,548
43,medium,deepseekv4,tiny_shakespeare,409600,4,1,569
43,medium,deepseekv4,tiny_shakespeare,409600,4,2,534
43,medium,deepseekv4,tiny_shakespeare,409600,4,3,552
43,medium,deepseekv4,tiny_shakespeare,409600,4,4,588
43,medium,deepseekv4,tiny_shakespeare,409600,4,5,497
43,medium,deepseekv4,tiny_shakespeare,409600,4,6,344
43,medium,deepseekv4,tiny_shakespeare,409600,4,7,464
43,medium,deepseekv4,tiny_shakespeare,409600,5,0,648
43,medium,deepseekv4,tiny_shakespeare,409600,5,1,493
43,medium,deepseekv4,tiny_shakespeare,409600,5,2,519
43,medium,deepseekv4,tiny_shakespeare,409600,5,3,479
43,medium,deepseekv4,tiny_shakespeare,409600,5,4,265
43,medium,deepseekv4,tiny_shakespeare,409600,5,5,478
43,medium,deepseekv4,tiny_shakespeare,409600,5,6,712
43,medium,deepseekv4,tiny_shakespeare,409600,5,7,502
43,medium,deepseekv4,tiny_shakespeare,614400,0,0,359
43,medium,deepseekv4,tiny_shakespeare,614400,0,1,226
43,medium,deepseekv4,tiny_shakespeare,614400,0,2,362
43,medium,deepseekv4,tiny_shakespeare,614400,0,3,892
43,medium,deepseekv4,tiny_shakespeare,614400,0,4,413
43,medium,deepseekv4,tiny_shakespeare,614400,0,5,710
43,medium,deepseekv4,tiny_shakespeare,614400,0,6,284
43,medium,deepseekv4,tiny_shakespeare,614400,0,7,850
43,medium,deepseekv4,tiny_shakespeare,614400,1,0,391
43,medium,deepseekv4,tiny_shakespeare,614400,1,1,399
43,medium,deepseekv4,tiny_shakespeare,614400,1,2,919
43,medium,deepseekv4,tiny_shakespeare,614400,1,3,505
43,medium,deepseekv4,tiny_shakespeare,614400,1,4,633
43,medium,deepseekv4,tiny_shakespeare,614400,1,5,285
43,medium,deepseekv4,tiny_shakespeare,614400,1,6,536
43,medium,deepseekv4,tiny_shakespeare,614400,1,7,428
43,medium,deepseekv4,tiny_shakespeare,614400,2,0,582
43,medium,deepseekv4,tiny_shakespeare,614400,2,1,544
43,medium,deepseekv4,tiny_shakespeare,614400,2,2,518
43,medium,deepseekv4,tiny_shakespeare,614400,2,3,343
43,medium,deepseekv4,tiny_shakespeare,614400,2,4,499
43,medium,deepseekv4,tiny_shakespeare,614400,2,5,435
43,medium,deepseekv4,tiny_shakespeare,614400,2,6,667
43,medium,deepseekv4,tiny_shakespeare,614400,2,7,508
43,medium,deepseekv4,tiny_shakespeare,614400,3,0,375
43,medium,deepseekv4,tiny_shakespeare,614400,3,1,552
43,medium,deepseekv4,tiny_shakespeare,614400,3,2,560
43,medium,deepseekv4,tiny_shakespeare,614400,3,3,452
43,medium,deepseekv4,tiny_shakespeare,614400,3,4,528
43,medium,deepseekv4,tiny_shakespeare,614400,3,5,549
43,medium,deepseekv4,tiny_shakespeare,614400,3,6,507
43,medium,deepseekv4,tiny_shakespeare,614400,3,7,573
43,medium,deepseekv4,tiny_shakespeare,614400,4,0,500
43,medium,deepseekv4,tiny_shakespeare,614400,4,1,545
43,medium,deepseekv4,tiny_shakespeare,614400,4,2,543
43,medium,deepseekv4,tiny_shakespeare,614400,4,3,542
43,medium,deepseekv4,tiny_shakespeare,614400,4,4,563
43,medium,deepseekv4,tiny_shakespeare,614400,4,5,523
43,medium,deepseekv4,tiny_shakespeare,614400,4,6,400
43,medium,deepseekv4,tiny_shakespeare,614400,4,7,480
43,medium,deepseekv4,tiny_shakespeare,614400,5,0,520
43,medium,deepseekv4,tiny_shakespeare,614400,5,1,546
43,medium,deepseekv4,tiny_shakespeare,614400,5,2,476
43,medium,deepseekv4,tiny_shakespeare,614400,5,3,568
43,medium,deepseekv4,tiny_shakespeare,614400,5,4,592
43,medium,deepseekv4,tiny_shakespeare,614400,5,5,535
43,medium,deepseekv4,tiny_shakespeare,614400,5,6,432
43,medium,deepseekv4,tiny_shakespeare,614400,5,7,427
43,medium,deepseekv4,tiny_shakespeare,819200,0,0,374
43,medium,deepseekv4,tiny_shakespeare,819200,0,1,247
43,medium,deepseekv4,tiny_shakespeare,819200,0,2,378
43,medium,deepseekv4,tiny_shakespeare,819200,0,3,874
43,medium,deepseekv4,tiny_shakespeare,819200,0,4,383
43,medium,deepseekv4,tiny_shakespeare,819200,0,5,683
43,medium,deepseekv4,tiny_shakespeare,819200,0,6,275
43,medium,deepseekv4,tiny_shakespeare,819200,0,7,882
43,medium,deepseekv4,tiny_shakespeare,819200,1,0,389
43,medium,deepseekv4,tiny_shakespeare,819200,1,1,409
43,medium,deepseekv4,tiny_shakespeare,819200,1,2,937
43,medium,deepseekv4,tiny_shakespeare,819200,1,3,508
43,medium,deepseekv4,tiny_shakespeare,819200,1,4,648
43,medium,deepseekv4,tiny_shakespeare,819200,1,5,278
43,medium,deepseekv4,tiny_shakespeare,819200,1,6,517
43,medium,deepseekv4,tiny_shakespeare,819200,1,7,410
43,medium,deepseekv4,tiny_shakespeare,819200,2,0,587
43,medium,deepseekv4,tiny_shakespeare,819200,2,1,435
43,medium,deepseekv4,tiny_shakespeare,819200,2,2,482
43,medium,deepseekv4,tiny_shakespeare,819200,2,3,509
43,medium,deepseekv4,tiny_shakespeare,819200,2,4,506
43,medium,deepseekv4,tiny_shakespeare,819200,2,5,462
43,medium,deepseekv4,tiny_shakespeare,819200,2,6,526
43,medium,deepseekv4,tiny_shakespeare,819200,2,7,589
43,medium,deepseekv4,tiny_shakespeare,819200,3,0,434
43,medium,deepseekv4,tiny_shakespeare,819200,3,1,585
43,medium,deepseekv4,tiny_shakespeare,819200,3,2,494
43,medium,deepseekv4,tiny_shakespeare,819200,3,3,456
43,medium,deepseekv4,tiny_shakespeare,819200,3,4,531
43,medium,deepseekv4,tiny_shakespeare,819200,3,5,491
43,medium,deepseekv4,tiny_shakespeare,819200,3,6,550
43,medium,deepseekv4,tiny_shakespeare,819200,3,7,555
43,medium,deepseekv4,tiny_shakespeare,819200,4,0,506
43,medium,deepseekv4,tiny_shakespeare,819200,4,1,533
43,medium,deepseekv4,tiny_shakespeare,819200,4,2,503
43,medium,deepseekv4,tiny_shakespeare,819200,4,3,542
43,medium,deepseekv4,tiny_shakespeare,819200,4,4,550
43,medium,deepseekv4,tiny_shakespeare,819200,4,5,532
43,medium,deepseekv4,tiny_shakespeare,819200,4,6,435
43,medium,deepseekv4,tiny_shakespeare,819200,4,7,495
43,medium,deepseekv4,tiny_shakespeare,819200,5,0,504
43,medium,deepseekv4,tiny_shakespeare,819200,5,1,581
43,medium,deepseekv4,tiny_shakespeare,819200,5,2,544
43,medium,deepseekv4,tiny_shakespeare,819200,5,3,511
43,medium,deepseekv4,tiny_shakespeare,819200,5,4,515
43,medium,deepseekv4,tiny_shakespeare,819200,5,5,480
43,medium,deepseekv4,tiny_shakespeare,819200,5,6,500
43,medium,deepseekv4,tiny_shakespeare,819200,5,7,461
43,medium,deepseekv4,tiny_shakespeare,1024000,0,0,349
43,medium,deepseekv4,tiny_shakespeare,1024000,0,1,221
43,medium,deepseekv4,tiny_shakespeare,1024000,0,2,381
43,medium,deepseekv4,tiny_shakespeare,1024000,0,3,896
43,medium,deepseekv4,tiny_shakespeare,1024000,0,4,402
43,medium,deepseekv4,tiny_shakespeare,1024000,0,5,693
43,medium,deepseekv4,tiny_shakespeare,1024000,0,6,296
43,medium,deepseekv4,tiny_shakespeare,1024000,0,7,858
43,medium,deepseekv4,tiny_shakespeare,1024000,1,0,367
43,medium,deepseekv4,tiny_shakespeare,1024000,1,1,356
43,medium,deepseekv4,tiny_shakespeare,1024000,1,2,963
43,medium,deepseekv4,tiny_shakespeare,1024000,1,3,517
43,medium,deepseekv4,tiny_shakespeare,1024000,1,4,634
43,medium,deepseekv4,tiny_shakespeare,1024000,1,5,294
43,medium,deepseekv4,tiny_shakespeare,1024000,1,6,544
43,medium,deepseekv4,tiny_shakespeare,1024000,1,7,421
43,medium,deepseekv4,tiny_shakespeare,1024000,2,0,472
43,medium,deepseekv4,tiny_shakespeare,1024000,2,1,546
43,medium,deepseekv4,tiny_shakespeare,1024000,2,2,504
43,medium,deepseekv4,tiny_shakespeare,1024000,2,3,508
43,medium,deepseekv4,tiny_shakespeare,1024000,2,4,472
43,medium,deepseekv4,tiny_shakespeare,1024000,2,5,524
43,medium,deepseekv4,tiny_shakespeare,1024000,2,6,458
43,medium,deepseekv4,tiny_shakespeare,1024000,2,7,612
43,medium,deepseekv4,tiny_shakespeare,1024000,3,0,459
43,medium,deepseekv4,tiny_shakespeare,1024000,3,1,474
43,medium,deepseekv4,tiny_shakespeare,1024000,3,2,521
43,medium,deepseekv4,tiny_shakespeare,1024000,3,3,481
43,medium,deepseekv4,tiny_shakespeare,1024000,3,4,523
43,medium,deepseekv4,tiny_shakespeare,1024000,3,5,496
43,medium,deepseekv4,tiny_shakespeare,1024000,3,6,552
43,medium,deepseekv4,tiny_shakespeare,1024000,3,7,590
43,medium,deepseekv4,tiny_shakespeare,1024000,4,0,523
43,medium,deepseekv4,tiny_shakespeare,1024000,4,1,540
43,medium,deepseekv4,tiny_shakespeare,1024000,4,2,543
43,medium,deepseekv4,tiny_shakespeare,1024000,4,3,500
43,medium,deepseekv4,tiny_shakespeare,1024000,4,4,435
43,medium,deepseekv4,tiny_shakespeare,1024000,4,5,517
43,medium,deepseekv4,tiny_shakespeare,1024000,4,6,563
43,medium,deepseekv4,tiny_shakespeare,1024000,4,7,475
43,medium,deepseekv4,tiny_shakespeare,1024000,5,0,560
43,medium,deepseekv4,tiny_shakespeare,1024000,5,1,515
43,medium,deepseekv4,tiny_shakespeare,1024000,5,2,615
43,medium,deepseekv4,tiny_shakespeare,1024000,5,3,512
43,medium,deepseekv4,tiny_shakespeare,1024000,5,4,605
43,medium,deepseekv4,tiny_shakespeare,1024000,5,5,418
43,medium,deepseekv4,tiny_shakespeare,1024000,5,6,385
43,medium,deepseekv4,tiny_shakespeare,1024000,5,7,486
43,medium,deepseekv4,tiny_shakespeare,1228800,0,0,387
43,medium,deepseekv4,tiny_shakespeare,1228800,0,1,233
43,medium,deepseekv4,tiny_shakespeare,1228800,0,2,388
43,medium,deepseekv4,tiny_shakespeare,1228800,0,3,872
43,medium,deepseekv4,tiny_shakespeare,1228800,0,4,408
43,medium,deepseekv4,tiny_shakespeare,1228800,0,5,686
43,medium,deepseekv4,tiny_shakespeare,1228800,0,6,298
43,medium,deepseekv4,tiny_shakespeare,1228800,0,7,824
43,medium,deepseekv4,tiny_shakespeare,1228800,1,0,385
43,medium,deepseekv4,tiny_shakespeare,1228800,1,1,366
43,medium,deepseekv4,tiny_shakespeare,1228800,1,2,958
43,medium,deepseekv4,tiny_shakespeare,1228800,1,3,511
43,medium,deepseekv4,tiny_shakespeare,1228800,1,4,636
43,medium,deepseekv4,tiny_shakespeare,1228800,1,5,288
43,medium,deepseekv4,tiny_shakespeare,1228800,1,6,530
43,medium,deepseekv4,tiny_shakespeare,1228800,1,7,422
43,medium,deepseekv4,tiny_shakespeare,1228800,2,0,455
43,medium,deepseekv4,tiny_shakespeare,1228800,2,1,628
43,medium,deepseekv4,tiny_shakespeare,1228800,2,2,514
43,medium,deepseekv4,tiny_shakespeare,1228800,2,3,548
43,medium,deepseekv4,tiny_shakespeare,1228800,2,4,502
43,medium,deepseekv4,tiny_shakespeare,1228800,2,5,446
43,medium,deepseekv4,tiny_shakespeare,1228800,2,6,511
43,medium,deepseekv4,tiny_shakespeare,1228800,2,7,492
43,medium,deepseekv4,tiny_shakespeare,1228800,3,0,474
43,medium,deepseekv4,tiny_shakespeare,1228800,3,1,440
43,medium,deepseekv4,tiny_shakespeare,1228800,3,2,544
43,medium,deepseekv4,tiny_shakespeare,1228800,3,3,573
43,medium,deepseekv4,tiny_shakespeare,1228800,3,4,449
43,medium,deepseekv4,tiny_shakespeare,1228800,3,5,479
43,medium,deepseekv4,tiny_shakespeare,1228800,3,6,528
43,medium,deepseekv4,tiny_shakespeare,1228800,3,7,609
43,medium,deepseekv4,tiny_shakespeare,1228800,4,0,469
43,medium,deepseekv4,tiny_shakespeare,1228800,4,1,513
43,medium,deepseekv4,tiny_shakespeare,1228800,4,2,492
43,medium,deepseekv4,tiny_shakespeare,1228800,4,3,524
43,medium,deepseekv4,tiny_shakespeare,1228800,4,4,512
43,medium,deepseekv4,tiny_shakespeare,1228800,4,5,559
43,medium,deepseekv4,tiny_shakespeare,1228800,4,6,562
43,medium,deepseekv4,tiny_shakespeare,1228800,4,7,465
43,medium,deepseekv4,tiny_shakespeare,1228800,5,0,528
43,medium,deepseekv4,tiny_shakespeare,1228800,5,1,557
43,medium,deepseekv4,tiny_shakespeare,1228800,5,2,541
43,medium,deepseekv4,tiny_shakespeare,1228800,5,3,415
43,medium,deepseekv4,tiny_shakespeare,1228800,5,4,468
43,medium,deepseekv4,tiny_shakespeare,1228800,5,5,572
43,medium,deepseekv4,tiny_shakespeare,1228800,5,6,491
43,medium,deepseekv4,tiny_shakespeare,1228800,5,7,524
43,medium,deepseekv4,tiny_shakespeare,1433600,0,0,363
43,medium,deepseekv4,tiny_shakespeare,1433600,0,1,280
43,medium,deepseekv4,tiny_shakespeare,1433600,0,2,390
43,medium,deepseekv4,tiny_shakespeare,1433600,0,3,872
43,medium,deepseekv4,tiny_shakespeare,1433600,0,4,394
43,medium,deepseekv4,tiny_shakespeare,1433600,0,5,694
43,medium,deepseekv4,tiny_shakespeare,1433600,0,6,295
43,medium,deepseekv4,tiny_shakespeare,1433600,0,7,808
43,medium,deepseekv4,tiny_shakespeare,1433600,1,0,351
43,medium,deepseekv4,tiny_shakespeare,1433600,1,1,423
43,medium,deepseekv4,tiny_shakespeare,1433600,1,2,989
43,medium,deepseekv4,tiny_shakespeare,1433600,1,3,501
43,medium,deepseekv4,tiny_shakespeare,1433600,1,4,646
43,medium,deepseekv4,tiny_shakespeare,1433600,1,5,284
43,medium,deepseekv4,tiny_shakespeare,1433600,1,6,493
43,medium,deepseekv4,tiny_shakespeare,1433600,1,7,409
43,medium,deepseekv4,tiny_shakespeare,1433600,2,0,439
43,medium,deepseekv4,tiny_shakespeare,1433600,2,1,507
43,medium,deepseekv4,tiny_shakespeare,1433600,2,2,496
43,medium,deepseekv4,tiny_shakespeare,1433600,2,3,655
43,medium,deepseekv4,tiny_shakespeare,1433600,2,4,471
43,medium,deepseekv4,tiny_shakespeare,1433600,2,5,536
43,medium,deepseekv4,tiny_shakespeare,1433600,2,6,485
43,medium,deepseekv4,tiny_shakespeare,1433600,2,7,507
43,medium,deepseekv4,tiny_shakespeare,1433600,3,0,413
43,medium,deepseekv4,tiny_shakespeare,1433600,3,1,536
43,medium,deepseekv4,tiny_shakespeare,1433600,3,2,509
43,medium,deepseekv4,tiny_shakespeare,1433600,3,3,535
43,medium,deepseekv4,tiny_shakespeare,1433600,3,4,458
43,medium,deepseekv4,tiny_shakespeare,1433600,3,5,540
43,medium,deepseekv4,tiny_shakespeare,1433600,3,6,495
43,medium,deepseekv4,tiny_shakespeare,1433600,3,7,610
43,medium,deepseekv4,tiny_shakespeare,1433600,4,0,510
43,medium,deepseekv4,tiny_shakespeare,1433600,4,1,528
43,medium,deepseekv4,tiny_shakespeare,1433600,4,2,498
43,medium,deepseekv4,tiny_shakespeare,1433600,4,3,499
43,medium,deepseekv4,tiny_shakespeare,1433600,4,4,531
43,medium,deepseekv4,tiny_shakespeare,1433600,4,5,558
43,medium,deepseekv4,tiny_shakespeare,1433600,4,6,502
43,medium,deepseekv4,tiny_shakespeare,1433600,4,7,470
43,medium,deepseekv4,tiny_shakespeare,1433600,5,0,528
43,medium,deepseekv4,tiny_shakespeare,1433600,5,1,580
43,medium,deepseekv4,tiny_shakespeare,1433600,5,2,460
43,medium,deepseekv4,tiny_shakespeare,1433600,5,3,547
43,medium,deepseekv4,tiny_shakespeare,1433600,5,4,438
43,medium,deepseekv4,tiny_shakespeare,1433600,5,5,450
43,medium,deepseekv4,tiny_shakespeare,1433600,5,6,566
43,medium,deepseekv4,tiny_shakespeare,1433600,5,7,527
43,medium,deepseekv4,tiny_shakespeare,1638400,0,0,361
43,medium,deepseekv4,tiny_shakespeare,1638400,0,1,253
43,medium,deepseekv4,tiny_shakespeare,1638400,0,2,374
43,medium,deepseekv4,tiny_shakespeare,1638400,0,3,876
43,medium,deepseekv4,tiny_shakespeare,1638400,0,4,410
43,medium,deepseekv4,tiny_shakespeare,1638400,0,5,679
43,medium,deepseekv4,tiny_shakespeare,1638400,0,6,286
43,medium,deepseekv4,tiny_shakespeare,1638400,0,7,857
43,medium,deepseekv4,tiny_shakespeare,1638400,1,0,345
43,medium,deepseekv4,tiny_shakespeare,1638400,1,1,437
43,medium,deepseekv4,tiny_shakespeare,1638400,1,2,914
43,medium,deepseekv4,tiny_shakespeare,1638400,1,3,506
43,medium,deepseekv4,tiny_shakespeare,1638400,1,4,657
43,medium,deepseekv4,tiny_shakespeare,1638400,1,5,291
43,medium,deepseekv4,tiny_shakespeare,1638400,1,6,525
43,medium,deepseekv4,tiny_shakespeare,1638400,1,7,421
43,medium,deepseekv4,tiny_shakespeare,1638400,2,0,442
43,medium,deepseekv4,tiny_shakespeare,1638400,2,1,540
43,medium,deepseekv4,tiny_shakespeare,1638400,2,2,552
43,medium,deepseekv4,tiny_shakespeare,1638400,2,3,487
43,medium,deepseekv4,tiny_shakespeare,1638400,2,4,503
43,medium,deepseekv4,tiny_shakespeare,1638400,2,5,582
43,medium,deepseekv4,tiny_shakespeare,1638400,2,6,516
43,medium,deepseekv4,tiny_shakespeare,1638400,2,7,474
43,medium,deepseekv4,tiny_shakespeare,1638400,3,0,482
43,medium,deepseekv4,tiny_shakespeare,1638400,3,1,542
43,medium,deepseekv4,tiny_shakespeare,1638400,3,2,516
43,medium,deepseekv4,tiny_shakespeare,1638400,3,3,464
43,medium,deepseekv4,tiny_shakespeare,1638400,3,4,566
43,medium,deepseekv4,tiny_shakespeare,1638400,3,5,541
43,medium,deepseekv4,tiny_shakespeare,1638400,3,6,537
43,medium,deepseekv4,tiny_shakespeare,1638400,3,7,448
43,medium,deepseekv4,tiny_shakespeare,1638400,4,0,504
43,medium,deepseekv4,tiny_shakespeare,1638400,4,1,493
43,medium,deepseekv4,tiny_shakespeare,1638400,4,2,535
43,medium,deepseekv4,tiny_shakespeare,1638400,4,3,479
43,medium,deepseekv4,tiny_shakespeare,1638400,4,4,493
43,medium,deepseekv4,tiny_shakespeare,1638400,4,5,533
43,medium,deepseekv4,tiny_shakespeare,1638400,4,6,528
43,medium,deepseekv4,tiny_shakespeare,1638400,4,7,531
43,medium,deepseekv4,tiny_shakespeare,1638400,5,0,485
43,medium,deepseekv4,tiny_shakespeare,1638400,5,1,514
43,medium,deepseekv4,tiny_shakespeare,1638400,5,2,500
43,medium,deepseekv4,tiny_shakespeare,1638400,5,3,499
43,medium,deepseekv4,tiny_shakespeare,1638400,5,4,553
43,medium,deepseekv4,tiny_shakespeare,1638400,5,5,561
43,medium,deepseekv4,tiny_shakespeare,1638400,5,6,516
43,medium,deepseekv4,tiny_shakespeare,1638400,5,7,468
43,medium,deepseekv4,tiny_shakespeare,1843200,0,0,390
43,medium,deepseekv4,tiny_shakespeare,1843200,0,1,246
43,medium,deepseekv4,tiny_shakespeare,1843200,0,2,378
43,medium,deepseekv4,tiny_shakespeare,1843200,0,3,873
43,medium,deepseekv4,tiny_shakespeare,1843200,0,4,406
43,medium,deepseekv4,tiny_shakespeare,1843200,0,5,689
43,medium,deepseekv4,tiny_shakespeare,1843200,0,6,262
43,medium,deepseekv4,tiny_shakespeare,1843200,0,7,852
43,medium,deepseekv4,tiny_shakespeare,1843200,1,0,372
43,medium,deepseekv4,tiny_shakespeare,1843200,1,1,418
43,medium,deepseekv4,tiny_shakespeare,1843200,1,2,946
43,medium,deepseekv4,tiny_shakespeare,1843200,1,3,527
43,medium,deepseekv4,tiny_shakespeare,1843200,1,4,648
43,medium,deepseekv4,tiny_shakespeare,1843200,1,5,263
43,medium,deepseekv4,tiny_shakespeare,1843200,1,6,517
43,medium,deepseekv4,tiny_shakespeare,1843200,1,7,405
43,medium,deepseekv4,tiny_shakespeare,1843200,2,0,511
