seed,config,model,dataset,split,tokens_trained,loss,ppl,bits_per_byte
43,small,param_matched,wikitext2,validation,40960,3.4068081378936768,30.168795780117616,4.914985205799371
43,small,param_matched,wikitext2,validation,46080,3.3317644596099854,27.98768129479926,4.806720063289423
43,small,param_matched,wikitext2,validation,51200,3.275446653366089,26.455039074328244,4.725470643507608
43,small,deepseekv4,wikitext2,validation,5120,5.303692817687988,201.07798495999197,7.651611326476874
43,small,deepseekv4,wikitext2,validation,10240,4.841206073760986,126.62197511583517,6.984383994536504
43,small,deepseekv4,wikitext2,validation,15360,4.324962139129639,75.56265193779927,6.239601430154853
43,small,deepseekv4,wikitext2,validation,20480,3.9013454914093018,49.46896441425372,5.628451793250716
43,small,deepseekv4,wikitext2,validation,25600,3.6070120334625244,36.855764337183686,5.2038183731032
43,small,deepseekv4,wikitext2,validation,30720,3.416595697402954,30.465524419960143,4.9291056693658115
43,small,deepseekv4,wikitext2,validation,35840,3.2802717685699463,26.582996141123513,4.732431813283931
43,small,deepseekv4,wikitext2,validation,40960,3.1829347610473633,24.117428684291156,4.592004195236129
43,small,deepseekv4,wikitext2,validation,46080,3.102992057800293,22.26446829647668,4.476671253706322
43,small,deepseekv4,wikitext2,validation,51200,3.035714864730835,20.815853101187965,4.379610780900086
43,small,deepseekv4_no_hash,wikitext2,validation,5120,5.3052473068237305,201.39080157507223,7.653853980244125
43,small,deepseekv4_no_hash,wikitext2,validation,10240,4.850677013397217,127.82690108264907,6.998047672182253
43,small,deepseekv4_no_hash,wikitext2,validation,15360,4.338012218475342,76.55521295473937,6.2584287149101065
43,small,deepseekv4_no_hash,wikitext2,validation,20480,3.9149956703186035,50.1488543820049,5.6481448386704125
43,small,deepseekv4_no_hash,wikitext2,validation,25600,3.6187078952789307,37.28935492915855,5.220691934944652
43,small,deepseekv4_no_hash,wikitext2,validation,30720,3.4238569736480713,30.68754812090185,4.939581476595166
43,small,deepseekv4_no_hash,wikitext2,validation,35840,3.2898056507110596,26.837647271350647,4.746186297769335
43,small,deepseekv4_no_hash,wikitext2,validation,40960,3.1835129261016846,24.131376570458144,4.592838311092813
43,small,deepseekv4_no_hash,wikitext2,validation,46080,3.101109027862549,22.222583084057312,4.473954615753294
43,small,deepseekv4_no_hash,wikitext2,validation,51200,3.028069257736206,20.657310120086773,4.368580501604349
43,small,deepseekv4_no_shared,wikitext2,validation,5120,5.3118977546691895,202.73460408891327,7.663448548370459
43,small,deepseekv4_no_shared,wikitext2,validation,10240,4.870395660400391,130.37248992464706,7.026495666426772
43,small,deepseekv4_no_shared,wikitext2,validation,15360,4.359225749969482,78.19656728444907,6.289033371596445
43,small,deepseekv4_no_shared,wikitext2,validation,20480,3.9326119422912598,51.04011755825656,5.673559746884315
43,small,deepseekv4_no_shared,wikitext2,validation,25600,3.632094383239746,37.79188447852799,5.24000455474064
43,small,deepseekv4_no_shared,wikitext2,validation,30720,3.430166006088257,30.88176888583155,4.94868348640943
43,small,deepseekv4_no_shared,wikitext2,validation,35840,3.291410446166992,26.88075078264855,4.74850152821525
43,small,deepseekv4_no_shared,wikitext2,validation,40960,3.1885879039764404,24.254154055635855,4.600159956505345
43,small,deepseekv4_no_shared,wikitext2,validation,46080,3.11200213432312,22.465979311154207,4.489670046423836
43,small,deepseekv4_no_shared,wikitext2,validation,51200,3.0459766387939453,21.030560437605995,4.394415391451658
44,small,native,wikitext2,validation,5120,5.235254287719727,187.7768496205847,7.5528753986859325
44,small,native,wikitext2,validation,10240,4.632861137390137,102.80779092835216,6.683805788039953
44,small,native,wikitext2,validation,15360,4.160841941833496,64.12548981058748,6.00282603540599
44,small,native,wikitext2,validation,20480,3.8124032020568848,45.25907497885149,5.500135193476672
44,small,native,wikitext2,validation,25600,3.570037841796875,35.51793718876244,5.150475890146289
44,small,native,wikitext2,validation,30720,3.4117276668548584,30.317577713130728,4.922082585835178
44,small,native,wikitext2,validation,35840,3.3125154972076416,27.454099394042306,4.778949680689304
44,small,native,wikitext2,validation,40960,3.249211072921753,25.77000124359527,4.687620701705721
44,small,native,wikitext2,validation,46080,3.1866095066070557,24.206217135829203,4.597305732431626
44,small,native,wikitext2,validation,51200,3.1383163928985596,23.065001750374677,4.527633496775292
44,small,param_matched,wikitext2,validation,5120,5.290585994720459,198.45968767071756,7.63270217797981
44,small,param_matched,wikitext2,validation,10240,4.8411359786987305,126.61309985166619,6.984282868737797
44,small,param_matched,wikitext2,validation,15360,4.458420753479004,86.35103179249779,6.432141511240594
44,small,param_matched,wikitext2,validation,20480,4.134181976318359,62.438494007267074,5.964363835367031
44,small,param_matched,wikitext2,validation,25600,3.8719210624694824,48.034574921325586,5.586001315538248
44,small,param_matched,wikitext2,validation,30720,3.6673977375030518,39.1498948849844,5.290936528863058
44,small,param_matched,wikitext2,validation,35840,3.515465497970581,33.6315797128059,5.071744640338408
44,small,param_matched,wikitext2,validation,40960,3.4062249660491943,30.151207316883454,4.914143866671351
44,small,param_matched,wikitext2,validation,46080,3.3254165649414062,27.81058114317473,4.797561987130979
44,small,param_matched,wikitext2,validation,51200,3.2526283264160156,25.858214508091862,4.692550756375354
44,small,deepseekv4,wikitext2,validation,5120,5.303071022033691,200.95299440608778,7.650714264969974
44,small,deepseekv4,wikitext2,validation,10240,4.838323593139648,126.25751525292307,6.980225454038641
44,small,deepseekv4,wikitext2,validation,15360,4.324296474456787,75.51236928736606,6.238641079032435
44,small,deepseekv4,wikitext2,validation,20480,3.9044904708862305,49.624788194941225,5.6329890395457785
44,small,deepseekv4,wikitext2,validation,25600,3.6149585247039795,37.14980509453013,5.215282736609715
